url,name
https://www.kaldi.co.jp/ec/pro/disp/1/4997540956644?sFlg=2,生ハム切り落とし
https://www.kaldi.co.jp/ec/pro/disp/1/4515996923623?sFlg=2,ブルスケッタ　ザク切りオリーブ　グリーン
https://www.kaldi.co.jp/ec/pro/disp/1/4515996931864?sFlg=2,無敵おつまみカワハギ骨せんべい
https://www.kaldi.co.jp/ec/pro/disp/1/4515996092190?sFlg=2,パンダ杏仁豆腐
